N,true_gamma,sim,prs_r2,wg_power,wg_gamma,wg_pval,pc_power,pc_gamma,pc_pval,cd_power,cd_gamma,cd_pval
5000,-0.1,142,0.0014324139221828889,0,0.014886075117023613,0.13928681843969365,0,0.002799742984074867,0.0645922449314501,0,0.01249735360560551,0.3868052759980204
5000,-0.1,143,0.0016379344774231281,0,-0.006596565374552705,0.5067152483147984,0,-0.0009750853611044017,0.7343682505618832,0,0.006950956415588671,0.6237648852566351
5000,-0.1,144,0.0017293882519820174,0,0.0018476879415994284,0.8551815420942009,0,0.0008366049739795986,0.30430989230642624,0,0.0023014476153427168,0.8716646240953044
5000,-0.1,145,0.0010707520598339847,0,0.01762565939127167,0.08107748554893118,0,0.000969149133494803,0.09525062875329449,0,0.008993390215026292,0.5198284609619133
5000,-0.1,146,0.003192195421983674,0,0.005420804928595351,0.5867460448795851,0,0.00011750228239056167,0.09730772532131315,0,-0.001989273225716033,0.8894299027139019
5000,-0.1,147,0.0019919528044019703,0,0.0063904632662175305,0.5251278955150454,0,0.00013375630231625966,0.900582704516366,0,0.01714631519981219,0.21948453378944338
5000,-0.1,148,0.00074295015020128,0,0.015280041889762765,0.12857923279989222,0,0.001988496747765845,0.644739259623619,0,0.01978766074659935,0.17387836599040274
5000,-0.1,149,0.0008469430386265605,0,-0.015240719156780772,0.13799000135289616,0,-0.001379334861996398,0.6178545277544074,0,-0.019880324122832096,0.16382232518759346
5000,-0.1,150,0.0014522259143570399,0,-0.0066189328482711505,0.49671085029353124,0,-0.000457172399670539,0.8166544542350228,0,-0.005910726723749069,0.6758161746159681
5000,-0.1,151,0.002693363218546108,1,0.020766564274573057,0.04153260857723165,0,0.0017122251130283947,0.80145040195003,0,0.013577958878877939,0.34565924314699314
5000,-0.1,152,0.0028939989905708762,0,-0.004334324285764118,0.6712387942615718,0,-0.0010828204977667642,0.11927599260855337,0,-0.0009147475591945887,0.9485419596771668
5000,-0.1,153,0.0008703256929083662,0,-0.0067017513854792776,0.5083459565351276,0,-0.0006028914838288336,0.948019222724417,0,0.005448586288348012,0.6997420601420672
5000,-0.1,154,0.001266806227446665,0,0.005021931024067428,0.6208365678544225,0,0.00029538374222518737,0.6258871115614999,0,0.01066407774176648,0.4603839826664121
5000,-0.1,155,0.0010852131190250119,0,-0.0142413441411931,0.17630319050587523,0,-0.0015288478275216643,0.9295725007303653,0,-0.009800767658779228,0.5101106053595964
5000,-0.1,156,0.0032819905602652862,0,-0.0009162621053834686,0.9253126158533476,0,-0.0007863745997130996,0.5578065319287531,0,-0.0244452125320858,0.0730521721626677
5000,-0.1,157,0.002635337239434926,0,-0.006164762691922957,0.5493344327802598,0,-0.0009260364329550433,0.23495872346715474,0,-0.023675289985144503,0.09789692260165798
5000,-0.1,158,0.00035305840614760714,0,0.018215609971302397,0.0680210375988126,0,0.0013856535102714667,0.6736477044878901,0,0.011424781062314152,0.4262923526618507
5000,-0.1,159,0.0005691853891015942,0,0.003561476752606052,0.7227950490473642,0,0.000945247318574605,0.06491382289254677,0,-0.003671245863152637,0.802243490174657
5000,-0.1,160,0.0013746043390220801,0,-0.010392439629017269,0.307680662126097,1,-0.000767872567002522,0.016763029606592816,0,-0.02016476387381621,0.15684025990322395
5000,-0.1,161,0.002553877137076904,0,0.012247592093917285,0.2113900361836652,0,0.0003628779257288879,0.4391330588390365,0,-0.0017698943237275874,0.8996578563403952
5000,-0.1,162,0.0019743771291281403,0,0.018181904270088617,0.06650381016710856,0,0.0013026468604420552,0.18220926266965176,0,0.017982396013409688,0.19520738244239405
